ApplicantID,xgb_prediction
Apcnt_1092316,1
Apcnt_1092340,0
Apcnt_1092348,0
Apcnt_1092356,0
Apcnt_1092384,0
Apcnt_1092408,0
Apcnt_1092412,1
Apcnt_1092416,0
Apcnt_1092432,0
Apcnt_1092440,1
Apcnt_1092444,0
Apcnt_1092448,0
Apcnt_1092452,0
Apcnt_1092460,0
Apcnt_1092496,0
Apcnt_1092516,0
Apcnt_1092524,1
Apcnt_1092536,0
Apcnt_1092540,0
Apcnt_1092548,1
Apcnt_1092552,0
Apcnt_1092556,0
Apcnt_1092568,0
Apcnt_1092572,0
Apcnt_1092580,0
Apcnt_1092604,0
Apcnt_1092612,0
Apcnt_1092616,0
Apcnt_1092624,0
Apcnt_1092640,0
Apcnt_1092656,0
Apcnt_1092660,1
Apcnt_1092664,0
Apcnt_1092676,0
Apcnt_1092680,0
Apcnt_1092688,0
Apcnt_1092692,0
Apcnt_1092712,0
Apcnt_1092748,0
Apcnt_1092756,0
Apcnt_1092764,0
Apcnt_1092784,1
Apcnt_1092788,0
Apcnt_1092792,0
Apcnt_1092808,0
Apcnt_1092820,0
Apcnt_1092824,1
Apcnt_1092836,0
Apcnt_1092848,0
Apcnt_1092852,0
Apcnt_1092876,0
Apcnt_1092884,0
Apcnt_1092888,0
Apcnt_1092892,1
Apcnt_1092896,0
Apcnt_1092904,0
Apcnt_1092908,0
Apcnt_1092912,0
Apcnt_1092916,0
Apcnt_1092920,0
Apcnt_1092952,0
Apcnt_1092956,0
Apcnt_1092976,1
Apcnt_1092988,1
Apcnt_1092992,1
Apcnt_1092996,0
Apcnt_1093000,0
Apcnt_1093004,0
Apcnt_1093016,0
Apcnt_1093040,0
Apcnt_1093052,0
Apcnt_1093068,0
Apcnt_1093072,0
Apcnt_1093092,0
Apcnt_1093100,0
Apcnt_1093108,0
Apcnt_1093116,0
Apcnt_1093120,0
Apcnt_1093136,0
Apcnt_1093140,0
Apcnt_1093152,0
Apcnt_1093164,1
Apcnt_1093172,0
Apcnt_1093184,0
Apcnt_1093188,0
Apcnt_1093196,0
Apcnt_1093200,0
Apcnt_1093216,0
Apcnt_1093244,0
Apcnt_1093248,0
Apcnt_1093304,0
Apcnt_1093308,0
Apcnt_1093316,0
Apcnt_1093324,0
Apcnt_1093328,0
Apcnt_1093332,0
Apcnt_1093376,0
Apcnt_1093380,0
Apcnt_1093408,0
Apcnt_1093420,0
Apcnt_1093456,0
Apcnt_1093480,0
Apcnt_1093500,0
Apcnt_1093504,0
Apcnt_1093508,0
Apcnt_1093528,0
Apcnt_1093564,0
Apcnt_1093580,1
Apcnt_1093592,0
Apcnt_1093620,0
Apcnt_1093640,0
Apcnt_1093648,0
Apcnt_1093664,0
Apcnt_1093668,0
Apcnt_1093676,0
Apcnt_1093684,0
Apcnt_1093700,0
Apcnt_1093712,0
Apcnt_1093720,0
Apcnt_1093724,0
Apcnt_1093748,0
Apcnt_1093784,1
Apcnt_1093788,1
Apcnt_1093792,1
Apcnt_1093796,0
Apcnt_1093812,0
Apcnt_1093824,0
Apcnt_1093840,0
Apcnt_1093844,0
Apcnt_1093852,0
Apcnt_1093868,0
Apcnt_1093884,0
Apcnt_1093900,0
Apcnt_1093904,0
Apcnt_1093912,0
Apcnt_1093928,0
Apcnt_1093940,0
Apcnt_1093952,0
Apcnt_1093976,0
Apcnt_1093996,0
Apcnt_1094000,0
Apcnt_1094024,0
Apcnt_1094048,0
Apcnt_1094072,1
Apcnt_1094088,0
Apcnt_1094096,1
Apcnt_1094100,1
Apcnt_1094112,0
Apcnt_1094124,0
Apcnt_1094128,0
Apcnt_1094136,1
Apcnt_1094140,0
Apcnt_1094144,0
Apcnt_1094148,1
Apcnt_1094156,1
Apcnt_1094164,0
Apcnt_1094172,0
Apcnt_1094176,0
Apcnt_1094188,1
Apcnt_1094212,0
Apcnt_1094220,0
Apcnt_1094240,0
Apcnt_1094248,1
Apcnt_1094260,0
Apcnt_1094272,0
Apcnt_1094280,0
Apcnt_1094288,0
Apcnt_1094296,0
Apcnt_1094304,1
Apcnt_1094364,0
Apcnt_1094372,0
Apcnt_1094392,0
Apcnt_1094396,0
Apcnt_1094400,0
Apcnt_1094416,0
Apcnt_1094420,0
Apcnt_1094432,0
Apcnt_1094444,0
Apcnt_1094448,0
Apcnt_1094456,0
Apcnt_1094464,1
Apcnt_1094480,0
Apcnt_1094484,0
Apcnt_1094488,0
Apcnt_1094492,1
Apcnt_1094496,0
Apcnt_1094500,0
Apcnt_1094504,1
Apcnt_1094508,1
Apcnt_1094516,0
Apcnt_1094520,0
Apcnt_1094524,1
Apcnt_1094548,0
Apcnt_1094556,0
Apcnt_1094564,0
Apcnt_1094608,0
Apcnt_1094612,1
Apcnt_1094640,0
Apcnt_1094660,0
Apcnt_1094676,0
Apcnt_1094688,0
Apcnt_1094692,0
Apcnt_1094700,0
Apcnt_1094708,0
Apcnt_1094720,0
Apcnt_1094736,0
Apcnt_1094760,0
Apcnt_1094764,0
Apcnt_1094776,0
Apcnt_1094792,1
Apcnt_1094808,1
Apcnt_1094816,0
Apcnt_1094852,0
Apcnt_1094860,0
Apcnt_1094868,0
Apcnt_1094892,0
Apcnt_1094896,1
Apcnt_1094904,0
Apcnt_1094908,0
Apcnt_1094912,0
Apcnt_1094916,0
Apcnt_1094924,0
Apcnt_1094944,0
Apcnt_1094956,0
Apcnt_1094960,0
Apcnt_1094968,0
Apcnt_1094996,0
Apcnt_1095008,0
Apcnt_1095052,0
Apcnt_1095060,0
Apcnt_1095068,0
Apcnt_1095080,1
Apcnt_1095100,0
Apcnt_1095108,1
Apcnt_1095120,0
Apcnt_1095144,0
Apcnt_1095164,0
Apcnt_1095172,0
Apcnt_1095196,0
Apcnt_1095212,0
Apcnt_1095232,0
Apcnt_1095256,0
Apcnt_1095260,0
Apcnt_1095264,1
Apcnt_1095280,0
Apcnt_1095300,1
Apcnt_1095308,0
Apcnt_1095312,0
Apcnt_1095328,0
Apcnt_1095336,0
Apcnt_1095344,0
Apcnt_1095352,0
Apcnt_1095392,0
Apcnt_1095400,0
Apcnt_1095412,0
Apcnt_1095424,0
Apcnt_1095448,0
Apcnt_1095472,0
Apcnt_1095476,0
Apcnt_1095480,0
Apcnt_1095496,0
Apcnt_1095500,0
Apcnt_1095504,0
Apcnt_1095508,0
Apcnt_1095524,0
Apcnt_1095528,0
Apcnt_1095536,0
Apcnt_1095556,0
Apcnt_1095560,0
Apcnt_1095564,0
Apcnt_1095576,0
Apcnt_1095580,0
Apcnt_1095584,0
Apcnt_1095600,0
Apcnt_1095620,0
Apcnt_1095628,0
Apcnt_1095644,0
Apcnt_1095668,1
Apcnt_1095672,0
Apcnt_1095676,1
Apcnt_1095708,0
Apcnt_1095728,0
Apcnt_1095744,0
Apcnt_1095756,0
Apcnt_1095792,1
Apcnt_1095796,0
Apcnt_1095808,0
Apcnt_1095812,0
Apcnt_1095848,0
Apcnt_1095856,0
Apcnt_1095860,0
Apcnt_1095872,0
Apcnt_1095888,0
Apcnt_1095900,0
Apcnt_1095912,0
Apcnt_1095916,0
Apcnt_1095952,0
Apcnt_1095956,0
Apcnt_1095964,0
Apcnt_1095976,0
Apcnt_1095980,0
Apcnt_1096008,0
Apcnt_1096020,0
Apcnt_1096032,0
Apcnt_1096036,1
Apcnt_1096044,0
Apcnt_1096064,0
Apcnt_1096068,0
Apcnt_1096072,0
Apcnt_1096084,0
Apcnt_1096088,0
Apcnt_1096092,0
Apcnt_1096096,0
Apcnt_1096100,0
Apcnt_1096108,0
Apcnt_1096124,1
Apcnt_1096128,0
Apcnt_1096140,1
Apcnt_1096160,0
Apcnt_1096164,0
Apcnt_1096168,0
Apcnt_1096176,0
Apcnt_1096188,0
Apcnt_1096196,1
Apcnt_1096204,0
Apcnt_1096248,1
Apcnt_1096280,0
Apcnt_1096300,0
Apcnt_1096304,0
Apcnt_1096336,0
Apcnt_1096360,0
Apcnt_1096364,0
Apcnt_1096368,0
Apcnt_1096372,0
Apcnt_1096376,0
Apcnt_1096380,0
Apcnt_1096400,0
Apcnt_1096408,1
Apcnt_1096412,0
Apcnt_1096424,0
Apcnt_1096436,0
Apcnt_1096476,0
Apcnt_1096484,0
Apcnt_1096492,0
Apcnt_1096496,1
Apcnt_1096504,0
Apcnt_1096508,1
Apcnt_1096532,0
Apcnt_1096540,0
Apcnt_1096552,0
Apcnt_1096560,0
Apcnt_1096604,0
Apcnt_1096620,1
Apcnt_1096628,1
Apcnt_1096656,0
Apcnt_1096676,0
Apcnt_1096704,0
Apcnt_1096712,0
Apcnt_1096716,0
Apcnt_1096732,0
Apcnt_1096772,0
Apcnt_1096784,1
Apcnt_1096812,0
Apcnt_1096828,1
Apcnt_1096836,1
Apcnt_1096848,0
Apcnt_1096884,0
Apcnt_1096888,0
Apcnt_1096896,1
Apcnt_1096908,0
Apcnt_1096916,0
Apcnt_1096932,0
Apcnt_1096940,0
Apcnt_1096944,0
Apcnt_1096952,1
Apcnt_1096956,0
Apcnt_1096968,0
Apcnt_1096984,0
Apcnt_1096988,0
Apcnt_1097032,0
Apcnt_1097044,0
Apcnt_1097052,0
Apcnt_1097072,1
Apcnt_1097124,0
Apcnt_1097148,0
Apcnt_1097164,0
Apcnt_1097200,0
Apcnt_1097212,0
Apcnt_1097224,0
Apcnt_1097264,0
Apcnt_1097268,1
Apcnt_1097276,1
Apcnt_1097284,0
Apcnt_1097288,0
Apcnt_1097308,0
Apcnt_1097320,1
Apcnt_1097324,0
Apcnt_1097328,0
Apcnt_1097332,0
Apcnt_1097344,0
Apcnt_1097348,0
Apcnt_1097380,0
Apcnt_1097392,0
Apcnt_1097396,0
Apcnt_1097400,1
Apcnt_1097420,0
Apcnt_1097428,0
Apcnt_1097448,0
Apcnt_1097456,0
Apcnt_1097476,0
Apcnt_1097484,0
Apcnt_1097488,0
Apcnt_1097496,0
Apcnt_1097500,0
Apcnt_1097512,0
Apcnt_1097536,0
Apcnt_1097548,0
Apcnt_1097564,0
Apcnt_1097568,0
Apcnt_1097576,0
Apcnt_1097600,0
Apcnt_1097628,0
Apcnt_1097656,0
Apcnt_1097664,1
Apcnt_1097700,0
Apcnt_1097708,1
Apcnt_1097740,0
Apcnt_1097744,0
Apcnt_1097792,0
Apcnt_1097800,0
Apcnt_1097812,0
Apcnt_1097820,1
Apcnt_1097824,0
Apcnt_1097832,0
Apcnt_1097840,1
Apcnt_1097844,0
Apcnt_1097864,0
Apcnt_1097876,0
Apcnt_1097896,0
Apcnt_1097904,0
Apcnt_1097908,0
Apcnt_1097920,0
Apcnt_1097928,0
Apcnt_1097940,0
Apcnt_1097944,0
Apcnt_1097948,0
Apcnt_1097964,0
Apcnt_1097980,0
Apcnt_1097988,0
Apcnt_1098028,0
Apcnt_1098032,0
Apcnt_1098036,0
Apcnt_1098044,0
Apcnt_1098060,1
Apcnt_1098068,0
Apcnt_1098096,0
Apcnt_1098112,0
Apcnt_1098128,0
Apcnt_1098152,0
Apcnt_1098156,0
Apcnt_1098168,0
Apcnt_1098196,0
Apcnt_1098208,0
Apcnt_1098212,1
Apcnt_1098232,1
Apcnt_1098248,0
Apcnt_1098252,0
Apcnt_1098288,1
Apcnt_1098300,0
Apcnt_1098308,1
Apcnt_1098312,1
Apcnt_1098360,0
Apcnt_1098396,0
Apcnt_1098408,0
Apcnt_1098416,0
Apcnt_1098432,0
Apcnt_1098444,0
Apcnt_1098456,0
Apcnt_1098476,0
Apcnt_1098492,0
Apcnt_1098508,0
Apcnt_1098520,0
Apcnt_1098528,0
Apcnt_1098540,0
Apcnt_1098544,0
Apcnt_1098576,0
Apcnt_1098580,1
Apcnt_1098584,0
Apcnt_1098632,0
Apcnt_1098656,0
Apcnt_1098660,1
Apcnt_1098684,1
Apcnt_1098688,0
Apcnt_1098692,0
Apcnt_1098696,0
Apcnt_1098744,0
Apcnt_1098748,0
Apcnt_1098760,0
Apcnt_1098772,0
Apcnt_1098784,0
Apcnt_1098804,0
Apcnt_1098808,1
Apcnt_1098812,0
Apcnt_1098816,0
Apcnt_1098844,0
Apcnt_1098848,0
Apcnt_1098860,0
Apcnt_1098864,0
Apcnt_1098868,0
Apcnt_1098872,0
Apcnt_1098884,0
Apcnt_1098896,0
Apcnt_1098924,0
Apcnt_1098932,0
Apcnt_1098936,1
Apcnt_1098948,0
Apcnt_1098964,1
Apcnt_1098968,0
Apcnt_1098992,0
Apcnt_1098996,0
Apcnt_1099000,1
Apcnt_1099004,0
Apcnt_1099020,0
Apcnt_1099032,0
Apcnt_1099036,0
Apcnt_1099052,0
Apcnt_1099064,0
Apcnt_1099072,1
Apcnt_1099076,0
Apcnt_1099088,0
Apcnt_1099096,0
Apcnt_1099100,0
Apcnt_1099108,0
Apcnt_1099120,0
Apcnt_1099144,0
Apcnt_1099152,0
Apcnt_1099172,0
Apcnt_1099176,0
Apcnt_1099200,0
Apcnt_1099240,0
Apcnt_1099248,0
Apcnt_1099264,0
Apcnt_1099300,0
Apcnt_1099304,0
Apcnt_1099308,0
Apcnt_1099312,0
Apcnt_1099320,1
Apcnt_1099352,0
Apcnt_1099356,0
Apcnt_1099364,0
Apcnt_1099388,0
Apcnt_1099396,0
Apcnt_1099412,0
Apcnt_1099424,0
Apcnt_1099432,0
Apcnt_1099452,1
Apcnt_1099464,0
Apcnt_1099492,1
Apcnt_1099496,0
Apcnt_1099524,0
Apcnt_1099528,0
Apcnt_1099532,0
Apcnt_1099548,0
Apcnt_1099568,1
Apcnt_1099576,0
Apcnt_1099588,0
Apcnt_1099592,1
Apcnt_1099636,1
Apcnt_1099648,0
Apcnt_1099672,0
Apcnt_1099684,0
Apcnt_1099696,0
Apcnt_1099736,1
Apcnt_1099744,0
Apcnt_1099752,1
Apcnt_1099760,0
Apcnt_1099780,0
Apcnt_1099784,1
Apcnt_1099800,0
Apcnt_1099808,1
Apcnt_1099840,0
Apcnt_1099852,0
Apcnt_1099864,1
Apcnt_1099888,1
Apcnt_1099900,0
Apcnt_1099912,0
Apcnt_1099932,0
Apcnt_1099960,0
Apcnt_1099992,0
Apcnt_1100000,1
Apcnt_1100004,0
Apcnt_1100008,0
Apcnt_1100012,0
Apcnt_1100020,0
Apcnt_1100036,0
Apcnt_1100040,1
Apcnt_1100060,0
Apcnt_1100072,0
Apcnt_1100080,0
Apcnt_1100100,0
Apcnt_1100104,0
Apcnt_1100116,1
Apcnt_1100120,1
Apcnt_1100140,0
Apcnt_1100156,0
Apcnt_1100168,0
Apcnt_1100172,0
Apcnt_1100176,0
Apcnt_1100184,1
Apcnt_1100192,0
Apcnt_1100216,0
Apcnt_1100252,0
Apcnt_1100264,0
Apcnt_1100268,0
Apcnt_1100288,1
Apcnt_1100324,1
Apcnt_1100332,0
Apcnt_1100344,0
Apcnt_1100356,0
Apcnt_1100364,0
Apcnt_1100384,0
Apcnt_1100396,0
Apcnt_1100404,0
Apcnt_1100424,0
Apcnt_1100428,0
Apcnt_1100448,0
Apcnt_1100460,0
Apcnt_1100468,0
Apcnt_1100488,0
Apcnt_1100496,0
Apcnt_1100504,0
Apcnt_1100540,0
Apcnt_1100564,0
Apcnt_1100592,0
Apcnt_1100600,1
Apcnt_1100604,0
Apcnt_1100608,0
Apcnt_1100640,0
Apcnt_1100648,0
Apcnt_1100656,0
Apcnt_1100680,0
Apcnt_1100684,0
Apcnt_1100688,1
Apcnt_1100692,0
Apcnt_1100700,0
Apcnt_1100704,0
Apcnt_1100708,0
Apcnt_1100728,0
Apcnt_1100768,0
Apcnt_1100780,0
Apcnt_1100788,0
Apcnt_1100808,0
Apcnt_1100812,0
Apcnt_1100828,0
Apcnt_1100856,1
Apcnt_1100876,0
Apcnt_1100880,0
Apcnt_1100884,0
Apcnt_1100888,0
Apcnt_1100900,1
Apcnt_1100908,1
Apcnt_1100912,0
Apcnt_1100916,0
Apcnt_1100964,0
Apcnt_1100992,1
Apcnt_1101004,0
Apcnt_1101020,0
Apcnt_1101028,1
Apcnt_1101060,0
Apcnt_1101064,0
Apcnt_1101068,0
Apcnt_1101076,0
Apcnt_1101100,0
Apcnt_1101116,1
Apcnt_1101124,0
Apcnt_1101128,1
Apcnt_1101132,0
Apcnt_1101148,0
Apcnt_1101188,0
Apcnt_1101204,0
Apcnt_1101220,0
Apcnt_1101248,0
Apcnt_1101256,0
Apcnt_1101276,0
Apcnt_1101280,0
Apcnt_1101312,0
Apcnt_1101332,0
Apcnt_1101348,0
Apcnt_1101356,0
Apcnt_1101360,0
Apcnt_1101388,0
Apcnt_1101404,0
Apcnt_1101416,0
Apcnt_1101420,0
Apcnt_1101424,0
Apcnt_1101432,0
Apcnt_1101456,0
Apcnt_1101464,1
Apcnt_1101472,0
Apcnt_1101480,0
Apcnt_1101488,0
Apcnt_1101492,0
Apcnt_1101532,1
Apcnt_1101552,1
Apcnt_1101556,0
Apcnt_1101564,1
Apcnt_1101572,0
Apcnt_1101576,0
Apcnt_1101580,0
Apcnt_1101588,1
Apcnt_1101616,1
Apcnt_1101620,0
Apcnt_1101632,0
Apcnt_1101636,1
Apcnt_1101652,0
Apcnt_1101660,0
Apcnt_1101676,1
Apcnt_1101696,0
Apcnt_1101708,0
Apcnt_1101720,0
Apcnt_1101724,0
Apcnt_1101728,0
Apcnt_1101736,0
Apcnt_1101740,0
Apcnt_1101744,0
Apcnt_1101748,0
Apcnt_1101768,0
Apcnt_1101792,0
Apcnt_1101796,0
Apcnt_1101816,0
Apcnt_1101820,0
Apcnt_1101836,0
Apcnt_1101844,0
Apcnt_1101856,0
Apcnt_1101880,0
Apcnt_1101896,0
Apcnt_1101900,1
Apcnt_1101904,0
Apcnt_1101920,0
Apcnt_1101932,0
Apcnt_1101940,0
Apcnt_1101952,0
Apcnt_1101960,0
Apcnt_1101964,0
Apcnt_1101968,0
Apcnt_1101972,0
Apcnt_1101988,0
Apcnt_1102040,0
Apcnt_1102064,0
Apcnt_1102096,0
Apcnt_1102100,0
Apcnt_1102112,0
Apcnt_1102132,0
Apcnt_1102148,0
Apcnt_1102152,0
Apcnt_1102156,1
Apcnt_1102160,1
Apcnt_1102176,0
Apcnt_1102220,1
Apcnt_1102224,1
Apcnt_1102232,1
Apcnt_1102236,0
Apcnt_1102312,0
Apcnt_1102316,0
Apcnt_1102320,0
Apcnt_1102340,0
Apcnt_1102344,0
Apcnt_1102380,0
Apcnt_1102400,0
Apcnt_1102412,0
Apcnt_1102420,0
Apcnt_1102432,0
Apcnt_1102444,0
Apcnt_1102452,0
Apcnt_1102484,0
Apcnt_1102488,0
Apcnt_1102512,0
Apcnt_1102516,0
Apcnt_1102524,0
Apcnt_1102580,1
Apcnt_1102584,0
Apcnt_1102592,0
Apcnt_1102632,0
Apcnt_1102636,0
Apcnt_1102640,0
Apcnt_1102652,1
Apcnt_1102660,0
Apcnt_1102672,0
Apcnt_1102708,0
Apcnt_1102764,0
Apcnt_1102768,0
Apcnt_1102772,0
Apcnt_1102804,0
Apcnt_1102816,0
Apcnt_1102820,0
Apcnt_1102824,0
Apcnt_1102836,0
Apcnt_1102864,0
Apcnt_1102880,0
Apcnt_1102892,0
Apcnt_1102912,0
Apcnt_1102916,0
Apcnt_1102924,0
Apcnt_1102928,1
Apcnt_1102948,0
Apcnt_1102956,0
Apcnt_1102964,0
Apcnt_1102988,1
Apcnt_1102992,0
Apcnt_1103008,0
Apcnt_1103020,0
Apcnt_1103028,0
Apcnt_1103044,0
Apcnt_1103048,0
Apcnt_1103096,0
Apcnt_1103100,0
Apcnt_1103104,1
Apcnt_1103108,0
Apcnt_1103120,0
Apcnt_1103128,1
Apcnt_1103132,0
Apcnt_1103140,1
Apcnt_1103144,0
Apcnt_1103152,0
Apcnt_1103184,0
Apcnt_1103196,0
Apcnt_1103200,1
Apcnt_1103204,0
Apcnt_1103208,0
Apcnt_1103220,0
Apcnt_1103276,1
Apcnt_1103288,0
Apcnt_1103300,0
Apcnt_1103308,0
Apcnt_1103312,0
Apcnt_1103332,0
Apcnt_1103340,0
Apcnt_1103344,0
Apcnt_1103396,0
Apcnt_1103424,1
Apcnt_1103428,0
Apcnt_1103464,0
Apcnt_1103496,0
Apcnt_1103500,0
Apcnt_1103504,0
Apcnt_1103512,0
Apcnt_1103528,0
Apcnt_1103572,0
Apcnt_1103580,1
Apcnt_1103584,0
Apcnt_1103592,0
Apcnt_1103596,1
Apcnt_1103600,0
Apcnt_1103608,0
Apcnt_1103616,0
Apcnt_1103632,0
Apcnt_1103636,0
Apcnt_1103644,0
Apcnt_1103648,0
Apcnt_1103656,0
Apcnt_1103664,0
Apcnt_1103672,0
Apcnt_1103676,1
Apcnt_1103680,0
Apcnt_1103720,1
Apcnt_1103740,0
Apcnt_1103756,1
Apcnt_1103768,0
Apcnt_1103784,0
Apcnt_1103792,1
Apcnt_1103800,0
Apcnt_1103808,1
Apcnt_1103812,0
Apcnt_1103816,0
Apcnt_1103832,0
Apcnt_1103840,1
Apcnt_1103868,0
Apcnt_1103872,0
Apcnt_1103888,0
Apcnt_1103920,0
Apcnt_1103924,1
Apcnt_1103968,0
Apcnt_1103972,0
Apcnt_1103976,0
Apcnt_1103988,0
Apcnt_1103992,0
Apcnt_1103996,0
Apcnt_1104032,0
Apcnt_1104040,0
Apcnt_1104044,0
Apcnt_1104068,0
Apcnt_1104084,0
Apcnt_1104088,0
Apcnt_1104116,0
Apcnt_1104152,1
Apcnt_1104168,0
Apcnt_1104176,1
Apcnt_1104180,1
Apcnt_1104208,1
Apcnt_1104224,0
Apcnt_1104240,0
Apcnt_1104248,0
Apcnt_1104260,0
Apcnt_1104264,0
Apcnt_1104268,0
Apcnt_1104272,0
Apcnt_1104284,0
Apcnt_1104312,0
Apcnt_1104328,0
Apcnt_1104344,0
Apcnt_1104348,0
Apcnt_1104360,0
Apcnt_1104384,0
Apcnt_1104424,0
Apcnt_1104440,1
Apcnt_1104444,1
Apcnt_1104456,0
Apcnt_1104468,0
Apcnt_1104484,1
Apcnt_1104500,0
Apcnt_1104564,0
Apcnt_1104616,1
Apcnt_1104640,0
Apcnt_1104652,0
Apcnt_1104660,0
Apcnt_1104672,0
Apcnt_1104680,1
Apcnt_1104688,0
Apcnt_1104692,1
Apcnt_1104708,0
Apcnt_1104720,0
Apcnt_1104764,0
Apcnt_1104772,0
Apcnt_1104784,0
Apcnt_1104824,0
Apcnt_1104872,0
Apcnt_1104880,0
Apcnt_1104888,0
Apcnt_1104892,0
Apcnt_1104896,0
Apcnt_1104908,0
Apcnt_1104924,0
Apcnt_1104932,0
Apcnt_1104944,0
Apcnt_1104956,0
Apcnt_1105024,0
Apcnt_1105052,0
Apcnt_1105064,0
Apcnt_1105092,0
Apcnt_1105096,0
Apcnt_1105108,0
Apcnt_1105120,0
Apcnt_1105124,0
Apcnt_1105132,0
Apcnt_1105136,0
Apcnt_1105164,0
Apcnt_1105176,0
Apcnt_1105180,0
Apcnt_1105184,0
Apcnt_1105224,0
Apcnt_1105232,0
Apcnt_1105240,0
Apcnt_1105244,0
Apcnt_1105260,1
Apcnt_1105272,0
Apcnt_1105288,0
Apcnt_1105292,0
Apcnt_1105296,0
Apcnt_1105304,0
Apcnt_1105316,0
Apcnt_1105320,0
Apcnt_1105324,0
Apcnt_1105356,0
Apcnt_1105368,0
Apcnt_1105388,0
Apcnt_1105392,1
Apcnt_1105396,0
Apcnt_1105408,0
Apcnt_1105424,1
Apcnt_1105428,0
Apcnt_1105436,1
Apcnt_1105476,1
Apcnt_1105508,1
Apcnt_1105536,0
Apcnt_1105548,1
Apcnt_1105552,0
Apcnt_1105560,0
Apcnt_1105580,1
Apcnt_1105600,0
Apcnt_1105608,1
Apcnt_1105616,0
Apcnt_1105624,0
Apcnt_1105628,0
Apcnt_1105656,1
Apcnt_1105672,0
Apcnt_1105680,0
Apcnt_1105692,0
Apcnt_1105696,0
Apcnt_1105708,1
Apcnt_1105712,0
Apcnt_1105716,1
Apcnt_1105724,0
Apcnt_1105728,1
Apcnt_1105748,0
Apcnt_1105764,0
Apcnt_1105768,0
Apcnt_1105772,0
Apcnt_1105784,0
Apcnt_1105808,0
Apcnt_1105828,0
Apcnt_1105832,0
Apcnt_1105856,0
Apcnt_1105876,0
Apcnt_1105884,0
Apcnt_1105888,1
Apcnt_1105912,0
Apcnt_1105928,0
Apcnt_1105936,0
Apcnt_1105956,0
Apcnt_1105968,0
Apcnt_1105976,0
Apcnt_1105992,0
Apcnt_1106000,0
Apcnt_1106004,0
Apcnt_1106016,0
Apcnt_1106104,0
Apcnt_1106108,1
Apcnt_1106116,0
Apcnt_1106124,0
Apcnt_1106144,0
Apcnt_1106176,0
Apcnt_1106180,0
Apcnt_1106192,0
Apcnt_1106200,1
Apcnt_1106220,0
Apcnt_1106240,0
Apcnt_1106268,0
Apcnt_1106272,0
Apcnt_1106292,0
Apcnt_1106332,0
Apcnt_1106368,0
Apcnt_1106380,0
Apcnt_1106384,0
Apcnt_1106388,1
Apcnt_1106404,0
Apcnt_1106408,1
Apcnt_1106424,0
Apcnt_1106428,0
Apcnt_1106440,0
Apcnt_1106464,0
Apcnt_1106468,0
Apcnt_1106480,0
Apcnt_1106496,0
Apcnt_1106500,0
Apcnt_1106512,0
Apcnt_1106524,1
Apcnt_1106532,0
Apcnt_1106536,0
Apcnt_1106564,0
Apcnt_1106568,0
Apcnt_1106572,0
Apcnt_1106584,1
Apcnt_1106588,0
Apcnt_1106652,0
Apcnt_1106664,0
Apcnt_1106668,0
Apcnt_1106676,0
Apcnt_1106692,0
Apcnt_1106704,0
Apcnt_1106708,0
Apcnt_1106724,1
Apcnt_1106728,0
Apcnt_1106732,0
Apcnt_1106744,0
Apcnt_1106772,0
Apcnt_1106780,0
Apcnt_1106804,0
Apcnt_1106808,1
Apcnt_1106812,0
Apcnt_1106816,0
Apcnt_1106836,0
Apcnt_1106844,0
Apcnt_1106848,0
Apcnt_1106852,0
Apcnt_1106888,1
Apcnt_1106896,0
Apcnt_1106928,1
Apcnt_1106936,1
Apcnt_1106944,1
Apcnt_1106964,0
Apcnt_1106984,0
Apcnt_1107000,0
Apcnt_1107024,0
Apcnt_1107032,0
Apcnt_1107052,1
Apcnt_1107064,0
Apcnt_1107088,0
Apcnt_1107096,1
Apcnt_1107104,0
Apcnt_1107116,1
Apcnt_1107120,0
Apcnt_1107136,0
Apcnt_1107148,0
Apcnt_1107164,0
Apcnt_1107180,0
Apcnt_1107188,0
Apcnt_1107200,0
Apcnt_1107220,0
Apcnt_1107224,0
Apcnt_1107236,0
Apcnt_1107252,0
Apcnt_1107256,0
Apcnt_1107264,0
Apcnt_1107272,0
Apcnt_1107276,0
Apcnt_1107296,0
Apcnt_1107308,0
Apcnt_1107312,0
Apcnt_1107328,0
Apcnt_1107332,0
Apcnt_1107336,0
Apcnt_1107368,0
Apcnt_1107372,1
Apcnt_1107392,1
Apcnt_1107400,0
Apcnt_1107408,0
Apcnt_1107432,1
Apcnt_1107444,0
Apcnt_1107456,0
Apcnt_1107480,0
Apcnt_1107484,0
Apcnt_1107492,0
Apcnt_1107508,0
Apcnt_1107540,0
Apcnt_1107564,0
Apcnt_1107580,0
Apcnt_1107584,0
Apcnt_1107596,0
Apcnt_1107604,0
Apcnt_1107636,0
Apcnt_1107640,0
Apcnt_1107644,0
Apcnt_1107672,0
Apcnt_1107684,0
Apcnt_1107688,0
Apcnt_1107696,1
Apcnt_1107700,0
Apcnt_1107724,0
Apcnt_1107748,0
Apcnt_1107752,0
Apcnt_1107756,0
Apcnt_1107792,0
Apcnt_1107804,0
Apcnt_1107808,0
Apcnt_1107836,0
Apcnt_1107856,0
Apcnt_1107860,0
Apcnt_1107876,0
Apcnt_1107880,0
Apcnt_1107904,0
Apcnt_1107908,0
Apcnt_1107920,0
Apcnt_1107936,0
Apcnt_1107940,0
Apcnt_1107968,0
